Date,Close,MA,3個月,6個月,1年,2年,3年
2003-08-08,1644.0300,1649.3607,0.2021,0.2534,0.1002,0.3225,0.2532
2003-11-18,1881.7500,1889.8707,0.0830,0.0079,0.1183,0.1800,0.2998
2004-02-23,2007.5200,2028.3063,-0.0475,-0.0841,0.0114,0.1373,0.2528
2005-01-13,2070.5600,2084.0810,-0.0784,0.0416,0.1190,0.1975,0.1565
2005-08-26,2120.7700,2125.9418,0.0671,0.0757,0.0188,0.2086,0.1371
2006-02-07,2244.9600,2257.8572,0.0416,-0.0820,0.1086,0.0267,-0.2911
2006-05-03,2303.9700,2305.7553,-0.0977,0.0272,0.1164,0.0695,-0.2387
2007-02-27,2407.8600,2454.4498,0.0682,0.0637,-0.0225,-0.4221,-0.0704
2007-07-26,2599.3400,2606.7258,0.0675,-0.1051,-0.1111,-0.2429,-0.1197
2007-11-09,2627.9300,2688.2565,-0.1172,-0.0505,-0.3848,-0.1815,-0.0187
2008-06-11,2394.0100,2409.9633,-0.0691,-0.3537,-0.2221,-0.0628,0.1043
2009-07-07,1746.1700,1752.7930,0.1844,0.3222,0.2367,0.6230,0.7044
2009-10-28,2059.6100,2071.0010,0.0426,0.1950,0.2174,0.3297,0.4507
2010-01-26,2203.7300,2206.7745,0.1215,0.0384,0.2339,0.2789,0.4313
2010-05-06,2319.6400,2376.0895,-0.0115,0.0951,0.2134,0.2745,0.4643
2011-03-10,2701.0200,2729.2797,-0.0060,-0.0636,0.1064,0.2014,0.6006
2011-05-23,2758.9000,2775.4982,-0.1499,-0.0676,0.0291,0.2539,0.5172
2011-11-18,2572.5000,2580.2947,0.1402,0.1036,0.1376,0.5243,0.8277
2012-04-23,2970.4500,2989.2787,-0.0270,0.0118,0.1007,0.3965,0.7021
2012-10-10,3051.7800,3056.8677,0.0215,0.0540,0.2425,0.3807,0.5700
2013-04-17,3204.6700,3206.8633,0.1265,0.1839,0.2751,0.5627,0.5136
2013-06-20,3364.6400,3364.6773,0.1262,0.2097,0.2982,0.5256,0.4410
2013-10-09,3677.7800,3678.1708,0.1301,0.1023,0.1905,0.3000,0.4443
2014-01-29,4051.4300,4062.6473,0.0156,0.1016,0.1560,0.1038,0.3712
2014-03-26,4173.5800,4210.9920,0.0494,0.0914,0.1653,0.1441,0.4139
2014-08-07,4334.9700,4337.0877,0.0659,0.0944,0.1778,0.1908,0.4644
2014-09-25,4466.7500,4482.0902,0.0687,0.0950,0.0811,0.1741,0.4450
2014-12-16,4547.8300,4564.9417,0.0977,0.1116,0.1045,0.1860,0.4980
2015-05-05,4939.3300,4951.0673,0.0383,0.0317,-0.0154,0.2246,0.4415
2015-06-29,4958.4700,5038.6422,-0.0452,0.0086,-0.0252,0.2578,0.5515
2015-12-11,4933.4700,4953.4473,-0.0371,-0.0172,0.1036,0.3936,0.4388
2016-05-04,4725.6400,4735.1105,0.0919,0.0906,0.2856,0.5256,0.6852
2016-10-13,5213.3300,5228.3565,0.0692,0.1234,0.2671,0.4253,0.5583
2017-07-06,6089.4600,6117.7958,0.0731,0.1623,0.2626,0.3370,0.7231
2017-08-10,6216.8700,6249.5212,0.0920,0.1058,0.2609,0.2895,0.7713
2018-02-05,6967.5300,7020.4238,0.0427,0.1280,0.0585,0.3738,0.9887
2018-03-22,7166.6800,7249.6535,0.0762,0.1202,0.0657,0.0350,0.8086
2018-10-04,7879.5100,7907.7102,-0.1340,0.0094,0.0097,0.4156,0.8405
2019-05-13,7647.0200,7791.5278,0.0283,0.1083,0.1773,0.7042,0.4861
2019-08-05,7726.0400,7939.8045,0.0855,0.2255,0.4161,0.9131,0.6465
2020-02-25,8965.6100,9141.0855,0.0418,0.2693,0.5167,0.4542,0.2710
2020-09-18,10793.2800,10861.5492,0.1827,0.2394,0.3632,0.0585,0.2252
2020-10-28,11004.8700,11265.9062,0.1877,0.2688,0.4038,0.0089,0.1678
2021-02-25,13119.4300,13136.3615,0.0471,0.1465,0.0270,-0.1260,0.2156
2021-05-10,13401.8600,13557.4353,0.1088,0.1917,-0.1327,-0.0817,0.2193
2021-09-20,14713.9000,14823.8425,0.0310,-0.0595,-0.2235,-0.1013,0.2216
2021-12-03,15085.4700,15231.2450,-0.1494,-0.2005,-0.2549,-0.0622,0.3165
2022-08-30,11883.1400,11887.0938,-0.0757,-0.0354,0.1811,0.4421,0.8261
2023-03-10,11138.8900,11236.9705,0.1903,0.2495,0.4603,0.5939,1.0181
2023-08-15,13631.0500,13633.0003,0.0100,0.1635,0.2908,0.5637,
2024-04-15,15885.0200,15963.2858,0.1652,0.1648,0.0266,0.5363,
2024-07-25,17181.7200,17293.2707,0.0637,0.1257,0.2279,,
2025-01-10,19161.6300,19173.4033,-0.1272,0.0791,0.2374,,
2025-11-18,22432.8500,22656.3805,0.0202,0.1721,,,
2026-07-16,25881.9500,25904.9905,,,,,
